2026-01-01 14:12:14.945 INFO  [background-preinit] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.2.Final
	Database version: 8.0.44
	Autocommit mode: undefined/unknown
	Isolation level: undefined/unknown
	Minimum pool size: undefined/unknown
	Maximum pool size: undefined/unknown
2026-01-01 14:12:22.578 INFO  [restartedMain] o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-01-01 14:12:22.727 INFO  [restartedMain] o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-01-01 14:12:23.472 INFO  [restartedMain] o.s.s.c.a.a.c.InitializeAuthenticationProviderBeanManagerConfigurer$InitializeAuthenticationProviderManagerConfigurer - Global AuthenticationManager configured with AuthenticationProvider bean with name authenticationProvider
2026-01-01 14:12:23.472 WARN  [restartedMain] o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used by Spring Security for automatically configuring username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider. If the current configuration is intentional, to turn off this warning, increase the logging level of 'org.springframework.security.config.annotation.authentication.configuration.InitializeUserDetailsBeanManagerConfigurer' to ERROR
2026-01-01 14:12:23.636 INFO  [restartedMain] o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2026-01-01 14:12:25.828 WARN  [restartedMain] o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-01-01 14:12:26.643 INFO  [restartedMain] o.s.b.a.e.web.EndpointLinksResolver - Exposing 14 endpoints beneath base path '/actuator'
2026-01-01 14:12:27.789 INFO  [restartedMain] o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2026-01-01 14:12:27.853 INFO  [restartedMain] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2026-01-01 14:12:27.873 INFO  [restartedMain] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2026-01-01 14:12:27.890 INFO  [restartedMain] c.example.enotes.Enotes1Application - Started Enotes1Application in 13.294 seconds (process running for 15.429)
2026-01-01 14:12:28.606 INFO  [RMI TCP Connection(4)-127.0.0.1] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-01-01 14:12:28.606 INFO  [RMI TCP Connection(4)-127.0.0.1] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-01-01 14:12:28.608 INFO  [RMI TCP Connection(4)-127.0.0.1] o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
2026-01-01 14:13:59.854 INFO  [http-nio-8080-exec-5] c.e.enotes.aspect.LoggingAspect - Calling :: AuthController.login()
2026-01-01 14:14:00.155 INFO  [http-nio-8080-exec-5] c.e.enotes.aspect.LoggingAspect - Calling :: JwtService.generateToken()
2026-01-01 14:14:00.182 INFO  [http-nio-8080-exec-5] c.e.enotes.aspect.LoggingAspect - Execution End :: JwtService.generateToken() :: 27 ms
2026-01-01 14:14:00.212 INFO  [http-nio-8080-exec-5] c.e.enotes.aspect.LoggingAspect - Execution End :: AuthController.login() :: 358 ms
2026-01-01 14:14:34.843 INFO  [http-nio-8080-exec-6] o.s.api.AbstractOpenApiResource - Init duration for springdoc-openapi is: 670 ms
2026-01-01 14:15:03.585 INFO  [http-nio-8080-exec-9] c.e.enotes.aspect.LoggingAspect - Calling :: AuthController.login()
2026-01-01 14:15:03.699 INFO  [http-nio-8080-exec-9] c.e.enotes.aspect.LoggingAspect - Calling :: JwtService.generateToken()
2026-01-01 14:15:03.700 INFO  [http-nio-8080-exec-9] c.e.enotes.aspect.LoggingAspect - Execution End :: JwtService.generateToken() :: 1 ms
2026-01-01 14:15:03.706 INFO  [http-nio-8080-exec-9] c.e.enotes.aspect.LoggingAspect - Execution End :: AuthController.login() :: 121 ms
2026-01-01 14:16:06.676 INFO  [http-nio-8080-exec-4] c.e.enotes.aspect.LoggingAspect - Calling :: JwtService.extractUsername()
2026-01-01 14:16:06.701 INFO  [http-nio-8080-exec-4] c.e.enotes.aspect.LoggingAspect - Execution End :: JwtService.extractUsername() :: 24 ms
2026-01-01 14:16:06.788 INFO  [http-nio-8080-exec-4] c.e.enotes.aspect.LoggingAspect - Calling :: JwtService.isTokenValid()
2026-01-01 14:16:06.791 INFO  [http-nio-8080-exec-4] c.e.enotes.aspect.LoggingAspect - Execution End :: JwtService.isTokenValid() :: 2 ms
2026-01-01 14:16:06.817 INFO  [http-nio-8080-exec-4] c.e.enotes.aspect.LoggingAspect - Calling :: NotesController.getAllNotesByUser()
2026-01-01 14:16:06.828 INFO  [http-nio-8080-exec-4] c.e.enotes.aspect.LoggingAspect - Calling :: NotesServiceImpl.getAllNotesByUser()
2026-01-01 14:16:06.891 INFO  [http-nio-8080-exec-4] c.e.enotes.aspect.LoggingAspect - Execution End :: NotesServiceImpl.getAllNotesByUser() :: 63 ms
2026-01-01 14:16:06.892 INFO  [http-nio-8080-exec-4] c.e.enotes.aspect.LoggingAspect - Execution End :: NotesController.getAllNotesByUser() :: 75 ms
2026-01-01 14:16:57.325 INFO  [http-nio-8080-exec-6] c.e.enotes.aspect.LoggingAspect - Calling :: JwtService.extractUsername()
2026-01-01 14:16:57.336 INFO  [http-nio-8080-exec-6] c.e.enotes.aspect.LoggingAspect - Execution End :: JwtService.extractUsername() :: 11 ms
2026-01-01 14:16:57.345 INFO  [http-nio-8080-exec-6] c.e.enotes.aspect.LoggingAspect - Calling :: JwtService.isTokenValid()
2026-01-01 14:16:57.355 INFO  [http-nio-8080-exec-6] c.e.enotes.aspect.LoggingAspect - Execution End :: JwtService.isTokenValid() :: 10 ms
2026-01-01 14:16:57.358 INFO  [http-nio-8080-exec-6] c.e.enotes.aspect.LoggingAspect - Calling :: NotesController.getAllNotesByUser()
2026-01-01 14:16:57.362 INFO  [http-nio-8080-exec-6] c.e.enotes.aspect.LoggingAspect - Calling :: NotesServiceImpl.getAllNotesByUser()
2026-01-01 14:16:57.381 INFO  [http-nio-8080-exec-6] c.e.enotes.aspect.LoggingAspect - Execution End :: NotesServiceImpl.getAllNotesByUser() :: 19 ms
2026-01-01 14:16:57.381 INFO  [http-nio-8080-exec-6] c.e.enotes.aspect.LoggingAspect - Execution End :: NotesController.getAllNotesByUser() :: 23 ms
2026-01-01 14:17:18.791 INFO  [http-nio-8080-exec-7] c.e.enotes.aspect.LoggingAspect - Calling :: JwtService.extractUsername()
2026-01-01 14:17:18.793 INFO  [http-nio-8080-exec-7] c.e.enotes.aspect.LoggingAspect - Execution End :: JwtService.extractUsername() :: 2 ms
2026-01-01 14:17:18.813 INFO  [http-nio-8080-exec-7] c.e.enotes.aspect.LoggingAspect - Calling :: JwtService.isTokenValid()
2026-01-01 14:17:18.815 INFO  [http-nio-8080-exec-7] c.e.enotes.aspect.LoggingAspect - Execution End :: JwtService.isTokenValid() :: 2 ms
2026-01-01 14:17:18.819 INFO  [http-nio-8080-exec-7] c.e.enotes.aspect.LoggingAspect - Calling :: NotesController.getAllNotesByUser()
2026-01-01 14:17:18.829 INFO  [http-nio-8080-exec-7] c.e.enotes.aspect.LoggingAspect - Calling :: NotesServiceImpl.getAllNotesByUser()
2026-01-01 14:17:18.843 INFO  [http-nio-8080-exec-7] c.e.enotes.aspect.LoggingAspect - Execution End :: NotesServiceImpl.getAllNotesByUser() :: 14 ms
2026-01-01 14:17:18.843 INFO  [http-nio-8080-exec-7] c.e.enotes.aspect.LoggingAspect - Execution End :: NotesController.getAllNotesByUser() :: 24 ms
2026-01-01 14:19:00.686 INFO  [http-nio-8080-exec-4] c.e.enotes.aspect.LoggingAspect - Calling :: JwtService.extractUsername()
2026-01-01 14:19:00.690 INFO  [http-nio-8080-exec-4] c.e.enotes.aspect.LoggingAspect - Execution End :: JwtService.extractUsername() :: 4 ms
2026-01-01 14:19:00.701 INFO  [http-nio-8080-exec-4] c.e.enotes.aspect.LoggingAspect - Calling :: JwtService.isTokenValid()
2026-01-01 14:19:00.704 INFO  [http-nio-8080-exec-4] c.e.enotes.aspect.LoggingAspect - Execution End :: JwtService.isTokenValid() :: 2 ms
2026-01-01 14:19:00.709 INFO  [http-nio-8080-exec-4] c.e.enotes.aspect.LoggingAspect - Calling :: CategoryController.getActiveCategory()
2026-01-01 14:19:00.711 INFO  [http-nio-8080-exec-4] c.e.enotes.aspect.LoggingAspect - Calling :: CategoryServiceImpl.getActiveCategory()
2026-01-01 14:19:00.711 INFO  [http-nio-8080-exec-4] c.e.enotes.aspect.LoggingAspect - Execution End :: CategoryServiceImpl.getActiveCategory() :: 0 ms
2026-01-01 14:19:00.722 INFO  [http-nio-8080-exec-4] c.e.enotes.aspect.LoggingAspect - Execution End :: CategoryController.getActiveCategory() :: 13 ms
2026-01-01 14:19:18.964 INFO  [http-nio-8080-exec-6] c.e.enotes.aspect.LoggingAspect - Calling :: JwtService.extractUsername()
2026-01-01 14:19:18.966 INFO  [http-nio-8080-exec-6] c.e.enotes.aspect.LoggingAspect - Execution End :: JwtService.extractUsername() :: 1 ms
2026-01-01 14:19:18.986 INFO  [http-nio-8080-exec-6] c.e.enotes.aspect.LoggingAspect - Calling :: JwtService.isTokenValid()
2026-01-01 14:19:18.991 INFO  [http-nio-8080-exec-6] c.e.enotes.aspect.LoggingAspect - Execution End :: JwtService.isTokenValid() :: 5 ms
2026-01-01 14:19:18.991 INFO  [http-nio-8080-exec-6] c.e.enotes.aspect.LoggingAspect - Calling :: CategoryController.getActiveCategory()
2026-01-01 14:19:18.991 INFO  [http-nio-8080-exec-6] c.e.enotes.aspect.LoggingAspect - Execution End :: CategoryController.getActiveCategory() :: 0 ms
2026-01-01 14:19:44.418 INFO  [http-nio-8080-exec-8] c.e.enotes.aspect.LoggingAspect - Calling :: JwtService.extractUsername()
2026-01-01 14:19:44.420 INFO  [http-nio-8080-exec-8] c.e.enotes.aspect.LoggingAspect - Execution End :: JwtService.extractUsername() :: 2 ms
2026-01-01 14:19:44.437 INFO  [http-nio-8080-exec-8] c.e.enotes.aspect.LoggingAspect - Calling :: JwtService.isTokenValid()
2026-01-01 14:19:44.443 INFO  [http-nio-8080-exec-8] c.e.enotes.aspect.LoggingAspect - Execution End :: JwtService.isTokenValid() :: 6 ms
2026-01-01 14:19:44.446 INFO  [http-nio-8080-exec-8] c.e.enotes.aspect.LoggingAspect - Calling :: CacheController.getAllCache()
2026-01-01 14:19:44.446 INFO  [http-nio-8080-exec-8] c.e.enotes.aspect.LoggingAspect - Calling :: CacheManagerServiceImpl.getCache()
2026-01-01 14:19:44.446 INFO  [http-nio-8080-exec-8] c.e.e.s.CacheManagerServiceImpl - Cache Name=org.springframework.cache.concurrent.ConcurrentMapCache@649592c2
2026-01-01 14:19:44.446 INFO  [http-nio-8080-exec-8] c.e.enotes.aspect.LoggingAspect - Execution End :: CacheManagerServiceImpl.getCache() :: 0 ms
2026-01-01 14:19:44.446 INFO  [http-nio-8080-exec-8] c.e.enotes.aspect.LoggingAspect - Execution End :: CacheController.getAllCache() :: 0 ms
2026-01-01 14:20:09.977 INFO  [http-nio-8080-exec-10] c.e.enotes.aspect.LoggingAspect - Calling :: JwtService.extractUsername()
2026-01-01 14:20:09.979 INFO  [http-nio-8080-exec-10] c.e.enotes.aspect.LoggingAspect - Execution End :: JwtService.extractUsername() :: 2 ms
2026-01-01 14:20:09.991 INFO  [http-nio-8080-exec-10] c.e.enotes.aspect.LoggingAspect - Calling :: JwtService.isTokenValid()
2026-01-01 14:20:09.994 INFO  [http-nio-8080-exec-10] c.e.enotes.aspect.LoggingAspect - Execution End :: JwtService.isTokenValid() :: 3 ms
2026-01-01 14:20:10.001 INFO  [http-nio-8080-exec-10] c.e.enotes.aspect.LoggingAspect - Calling :: CacheController.getCache()
2026-01-01 14:20:10.001 INFO  [http-nio-8080-exec-10] c.e.enotes.aspect.LoggingAspect - Calling :: CacheManagerServiceImpl.getCacheDetails()
2026-01-01 14:20:10.001 INFO  [http-nio-8080-exec-10] c.e.enotes.aspect.LoggingAspect - Execution End :: CacheManagerServiceImpl.getCacheDetails() :: 0 ms
2026-01-01 14:20:10.001 INFO  [http-nio-8080-exec-10] c.e.enotes.aspect.LoggingAspect - Execution End :: CacheController.getCache() :: 0 ms
2026-01-01 14:29:18.747 INFO  [RMI TCP Connection(27)-127.0.0.1] o.s.b.a.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin - Application shutdown requested.
2026-01-01 14:29:18.754 INFO  [RMI TCP Connection(27)-127.0.0.1] o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2026-01-01 14:29:18.756 INFO  [tomcat-shutdown] o.a.coyote.http11.Http11NioProtocol - Pausing ProtocolHandler ["http-nio-8080"]
2026-01-01 14:29:18.767 INFO  [tomcat-shutdown] o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
2026-01-01 14:29:18.768 INFO  [RMI TCP Connection(27)-127.0.0.1] o.a.coyote.http11.Http11NioProtocol - Stopping ProtocolHandler ["http-nio-8080"]
2026-01-01 14:29:18.775 INFO  [RMI TCP Connection(27)-127.0.0.1] o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-01-01 14:29:18.779 INFO  [RMI TCP Connection(27)-127.0.0.1] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2026-01-01 14:29:18.791 INFO  [RMI TCP Connection(27)-127.0.0.1] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2026-01-01 14:32:06.993 INFO  [background-preinit] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.2.Final
2026-01-01 14:32:07.058 INFO  [restartedMain] c.example.enotes.Enotes1Application - Starting Enotes1Application using Java 21.0.9 with PID 10068 (C:\Users\170529\Documents\workspace-spring-tools-for-eclipse-4.32.2.RELEASE\enotes1\target\classes started by 170529 in C:\Users\170529\Documents\workspace-spring-tools-for-eclipse-4.32.2.RELEASE\enotes1)
2026-01-01 14:32:07.060 INFO  [restartedMain] c.example.enotes.Enotes1Application - No active profile set, falling back to 1 default profile: "default"
2026-01-01 14:32:07.146 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2026-01-01 14:32:07.147 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2026-01-01 14:32:09.269 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-01-01 14:32:09.443 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 151 ms. Found 7 JPA repository interfaces.
2026-01-01 14:32:11.790 INFO  [restartedMain] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2026-01-01 14:32:11.813 INFO  [restartedMain] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2026-01-01 14:32:11.816 INFO  [restartedMain] o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-01-01 14:32:11.816 INFO  [restartedMain] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.34]
2026-01-01 14:32:11.917 INFO  [restartedMain] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2026-01-01 14:32:11.918 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 4769 ms
2026-01-01 14:32:12.712 INFO  [restartedMain] o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-01-01 14:32:12.818 INFO  [restartedMain] org.hibernate.Version - HHH000412: Hibernate ORM core version 6.6.4.Final
2026-01-01 14:32:12.868 INFO  [restartedMain] o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-01-01 14:32:13.193 INFO  [restartedMain] o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-01-01 14:32:13.230 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-01-01 14:32:13.602 INFO  [restartedMain] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@72759ecc
2026-01-01 14:32:13.606 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-01-01 14:32:13.670 WARN  [restartedMain] org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-01-01 14:32:13.690 INFO  [restartedMain] o.hibernate.orm.connections.pooling - HHH10001005: Database info:
	Database JDBC URL [Connecting through datasource 'HikariDataSource (HikariPool-1)']
	Database driver: undefined/unknown
	Database version: 8.0.44
	Autocommit mode: undefined/unknown
	Isolation level: undefined/unknown
	Minimum pool size: undefined/unknown
	Maximum pool size: undefined/unknown
2026-01-01 14:32:14.999 INFO  [restartedMain] o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-01-01 14:32:15.105 INFO  [restartedMain] o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-01-01 14:32:15.830 INFO  [restartedMain] o.s.s.c.a.a.c.InitializeAuthenticationProviderBeanManagerConfigurer$InitializeAuthenticationProviderManagerConfigurer - Global AuthenticationManager configured with AuthenticationProvider bean with name authenticationProvider
2026-01-01 14:32:15.830 WARN  [restartedMain] o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used by Spring Security for automatically configuring username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider. If the current configuration is intentional, to turn off this warning, increase the logging level of 'org.springframework.security.config.annotation.authentication.configuration.InitializeUserDetailsBeanManagerConfigurer' to ERROR
2026-01-01 14:32:16.014 INFO  [restartedMain] o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2026-01-01 14:32:18.198 WARN  [restartedMain] o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-01-01 14:32:19.047 INFO  [restartedMain] o.s.b.a.e.web.EndpointLinksResolver - Exposing 14 endpoints beneath base path '/actuator'
2026-01-01 14:32:20.382 INFO  [restartedMain] o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2026-01-01 14:32:20.454 INFO  [restartedMain] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2026-01-01 14:32:20.475 INFO  [restartedMain] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2026-01-01 14:32:20.500 INFO  [restartedMain] c.example.enotes.Enotes1Application - Started Enotes1Application in 13.902 seconds (process running for 15.729)
2026-01-01 14:32:20.941 INFO  [RMI TCP Connection(9)-127.0.0.1] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-01-01 14:32:20.941 INFO  [RMI TCP Connection(9)-127.0.0.1] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-01-01 14:32:20.943 INFO  [RMI TCP Connection(9)-127.0.0.1] o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
2026-01-01 14:32:36.937 INFO  [http-nio-8080-exec-10] o.s.api.AbstractOpenApiResource - Init duration for springdoc-openapi is: 1109 ms
2026-01-01 14:33:33.610 INFO  [http-nio-8080-exec-1] c.e.enotes.aspect.LoggingAspect - Calling :: AuthController.login()
2026-01-01 14:33:34.111 INFO  [http-nio-8080-exec-1] c.e.enotes.aspect.LoggingAspect - Calling :: JwtService.generateToken()
2026-01-01 14:33:34.155 INFO  [http-nio-8080-exec-1] c.e.enotes.aspect.LoggingAspect - Execution End :: JwtService.generateToken() :: 44 ms
2026-01-01 14:33:34.210 INFO  [http-nio-8080-exec-1] c.e.enotes.aspect.LoggingAspect - Execution End :: AuthController.login() :: 599 ms
2026-01-01 14:33:58.498 INFO  [http-nio-8080-exec-9] c.e.enotes.aspect.LoggingAspect - Calling :: JwtService.extractUsername()
2026-01-01 14:33:58.538 INFO  [http-nio-8080-exec-9] c.e.enotes.aspect.LoggingAspect - Execution End :: JwtService.extractUsername() :: 40 ms
2026-01-01 14:33:58.615 INFO  [http-nio-8080-exec-9] c.e.enotes.aspect.LoggingAspect - Calling :: JwtService.isTokenValid()
2026-01-01 14:33:58.622 INFO  [http-nio-8080-exec-9] c.e.enotes.aspect.LoggingAspect - Execution End :: JwtService.isTokenValid() :: 7 ms
2026-01-01 14:33:58.642 INFO  [http-nio-8080-exec-9] c.e.enotes.aspect.LoggingAspect - Calling :: CategoryController.getActiveCategory()
2026-01-01 14:33:58.648 INFO  [http-nio-8080-exec-9] c.e.enotes.aspect.LoggingAspect - Calling :: CategoryServiceImpl.getActiveCategory()
2026-01-01 14:33:58.663 INFO  [http-nio-8080-exec-9] c.e.enotes.aspect.LoggingAspect - Execution End :: CategoryServiceImpl.getActiveCategory() :: 15 ms
2026-01-01 14:33:58.665 INFO  [http-nio-8080-exec-9] c.e.enotes.aspect.LoggingAspect - Execution End :: CategoryController.getActiveCategory() :: 23 ms
2026-01-01 14:34:08.571 INFO  [http-nio-8080-exec-10] c.e.enotes.aspect.LoggingAspect - Calling :: JwtService.extractUsername()
2026-01-01 14:34:08.572 INFO  [http-nio-8080-exec-10] c.e.enotes.aspect.LoggingAspect - Execution End :: JwtService.extractUsername() :: 1 ms
2026-01-01 14:34:08.594 INFO  [http-nio-8080-exec-10] c.e.enotes.aspect.LoggingAspect - Calling :: JwtService.isTokenValid()
2026-01-01 14:34:08.599 INFO  [http-nio-8080-exec-10] c.e.enotes.aspect.LoggingAspect - Execution End :: JwtService.isTokenValid() :: 5 ms
2026-01-01 14:34:08.601 INFO  [http-nio-8080-exec-10] c.e.enotes.aspect.LoggingAspect - Calling :: CacheController.getAllCache()
2026-01-01 14:34:08.601 INFO  [http-nio-8080-exec-10] c.e.enotes.aspect.LoggingAspect - Calling :: CacheManagerServiceImpl.getCache()
2026-01-01 14:34:08.601 INFO  [http-nio-8080-exec-10] c.e.e.s.CacheManagerServiceImpl - Cache Name=org.springframework.cache.concurrent.ConcurrentMapCache@516e7fad
2026-01-01 14:34:08.601 INFO  [http-nio-8080-exec-10] c.e.enotes.aspect.LoggingAspect - Execution End :: CacheManagerServiceImpl.getCache() :: 0 ms
2026-01-01 14:34:08.601 INFO  [http-nio-8080-exec-10] c.e.enotes.aspect.LoggingAspect - Execution End :: CacheController.getAllCache() :: 0 ms
2026-01-01 14:34:27.016 INFO  [http-nio-8080-exec-1] c.e.enotes.aspect.LoggingAspect - Calling :: JwtService.extractUsername()
2026-01-01 14:34:27.018 INFO  [http-nio-8080-exec-1] c.e.enotes.aspect.LoggingAspect - Execution End :: JwtService.extractUsername() :: 2 ms
2026-01-01 14:34:27.043 INFO  [http-nio-8080-exec-1] c.e.enotes.aspect.LoggingAspect - Calling :: JwtService.isTokenValid()
2026-01-01 14:34:27.047 INFO  [http-nio-8080-exec-1] c.e.enotes.aspect.LoggingAspect - Execution End :: JwtService.isTokenValid() :: 4 ms
